user_id,book_id,is_read,rating,is_reviewed
1460,20059,1,5,0
1460,251121,1,4,1
1460,150549,1,4,1
1460,46484,1,3,0
1460,14684,1,4,0
1460,941,1,5,1
1460,42010,1,5,0
1460,142655,1,5,1
1464,428,1,4,0
1464,81662,1,4,0
1464,759,1,1,0
1464,1123,1,4,0
1464,77728,1,3,0
1464,871,1,4,0
1464,37328,1,3,1
1464,251780,1,4,0
1464,12923,1,1,0
1464,29397,1,2,0
1464,941,1,4,0
1464,423,1,5,0
1488,19534,1,3,0
1488,5131,1,3,0
1488,759,1,4,0
1488,218693,1,3,0
1488,1123,1,4,0
1488,6689,1,4,0
1488,2557,1,3,0
1488,61049,1,4,0
1488,9556,1,4,0
1488,941,1,5,0
1488,51606,1,4,0
1488,423,1,5,0
1488,8865,1,4,0
2483,14812,1,5,0
2483,20501,1,5,0
2483,12923,1,5,1
2483,282391,1,4,0
2483,324951,1,4,0
2483,74532,1,4,0
2483,68354,1,4,0
2483,17125,1,4,0
2483,1368,1,5,1
2483,16564,1,4,0
2483,28240,1,5,1
2483,77702,1,4,0
2483,17998,1,5,0
2483,12876,1,5,0
2483,83271,1,3,0
2483,132436,1,5,0
2483,42662,1,5,0
2483,8600,1,4,0
3199,17581,1,5,1
3199,163826,1,3,1
3199,66293,1,4,0
3199,39030,1,4,0
3199,34544,1,4,1
3199,423,1,3,0
3199,8703,1,4,0
3199,759,1,4,0
3199,1167,1,5,1
3199,1123,1,3,0
3199,406285,1,4,0
3199,14812,1,4,0
3199,406280,1,3,1
3199,14684,1,4,0
3199,21337,1,4,0
3199,406218,1,5,0
3199,13470,1,4,0
3199,1366,1,4,0
3199,190999,1,3,0
3199,72855,1,5,1
3199,72854,1,4,1
3341,413966,1,4,0
3341,14318,1,4,0
3341,16298,1,3,0
3341,941,1,5,0
3341,413965,1,4,0
3341,55218,1,4,0
3341,413963,1,4,0
3341,1123,1,1,0
3341,759,1,4,0
3341,1218,1,2,0
3341,428,1,4,0
3341,423,1,4,0
5926,22426,1,3,0
5926,14318,1,5,0
5926,16298,1,5,0
5926,22427,1,5,0
5926,759,1,3,0
5926,24711,1,3,0
5926,78393,1,4,0
5926,423,1,3,0
5926,48666,1,3,0
5926,586992,1,3,0
5926,77728,1,3,0
5926,105679,1,3,0
5926,22425,1,3,0
5926,21682,1,3,0
5926,1218,1,4,1
5926,51881,1,3,0
5926,105792,1,4,0
5926,428,1,4,0
5926,14812,1,4,0
5926,151242,1,4,0
6440,941,1,5,0
6440,1218,1,4,0
6440,759,1,3,0
6440,12969,1,5,0
6440,1123,1,3,0
6440,14948,1,4,0
6440,16298,1,4,0
6440,1167,1,4,0
6440,25946,1,5,0
6440,22427,1,5,0
6440,62573,1,4,0
6440,68513,1,4,0
6440,62101,1,4,0
6440,428,1,5,0
6440,14665,1,5,0
6440,1368,1,5,1
6440,2369,1,3,0
6440,72855,1,5,0
6440,176906,1,5,0
6480,219192,1,3,0
6480,1123,1,4,0
6480,941,1,4,0
6480,6956,1,5,0
6480,423,1,3,0
6480,22426,1,3,0
6480,6810,1,3,0
6480,428,1,4,0
6480,16298,1,3,0
6480,1067,1,2,0
6480,28240,1,4,0
6813,1218,1,3,0
6813,1123,1,4,0
6813,14817,1,3,0
6813,8703,1,4,0
6813,31862,1,3,0
6813,33539,1,4,0
6813,1368,1,4,0
6813,18261,1,5,0
6813,7909,1,4,0
6813,28425,1,4,0
6813,17364,1,4,0
7261,6956,1,5,0
7261,941,1,5,0
7261,48623,1,5,0
7261,871,1,5,0
7261,870,1,5,0
7261,5210,1,4,0
7261,1123,1,5,0
7261,759,1,5,0
7261,423,1,2,0
7261,22426,1,4,0
7261,1218,1,3,0
7261,428,1,4,0
7261,1067,1,3,0
7261,16298,1,4,0
7261,128236,1,3,0
7261,14064,1,4,0
7261,22425,1,3,0
7261,204980,1,4,0
7261,39030,1,4,0
7261,21682,1,3,0
7261,115268,1,4,0
7261,46484,1,4,0
7261,21337,1,3,0
7261,28424,1,5,0
7261,77507,1,4,0
7261,47622,1,3,0
7261,22613,1,2,0
7261,39031,1,5,0
7261,874,1,4,0
7261,14812,1,3,0
7261,91714,1,4,0
7261,22427,1,4,0
7261,158383,1,3,0
7261,16192,1,2,0
7261,25673,1,4,0
7261,28564,1,5,0
7261,151398,1,2,0
7261,77690,1,5,0
7261,145219,1,5,0
7261,18804,1,5,0
7261,176906,1,5,0
7261,41489,1,3,0
7261,21352,1,3,0
7261,24711,1,4,0
7261,61663,1,4,0
7261,66024,1,4,0
8029,941,1,5,0
8029,759,1,3,0
8029,1123,1,2,0
8029,870,1,2,0
8029,128236,1,2,0
8029,8172,1,4,0
8029,22425,1,5,0
8029,66172,1,4,0
8029,116594,1,3,0
8029,680003,1,4,0
8029,40199,1,4,0
8029,8703,1,4,0
8029,50811,1,4,0
8029,434313,1,4,0
8029,1368,1,5,0
8029,12923,1,4,0
8029,17275,1,5,0
8029,1366,1,5,0
8029,17998,1,4,0
8189,39030,1,5,0
8189,14665,1,3,0
8189,22427,1,4,0
8189,1218,1,4,0
8189,1167,1,4,0
8189,8703,1,4,0
8189,1123,1,3,0
8189,759,1,4,0
8189,46484,1,4,0
8189,14664,1,4,0
8189,41033,1,4,0
8189,22473,1,3,0
8189,941,1,4,0
8189,78352,1,3,0
8189,16298,1,3,0
8189,14812,1,3,0
8189,14684,1,4,0
8189,197084,1,3,0
8189,21337,1,4,0
8189,25673,1,4,0
8189,22426,1,3,0
8189,428,1,3,0
8189,14064,1,3,0
8189,39792,1,4,0
8189,17162,1,3,0
8189,24711,1,4,0
8189,31862,1,2,0
8189,21682,1,3,0
8189,25016,1,2,0
8189,1368,1,4,0
8189,13470,1,4,0
8189,26092,1,3,0
8189,100214,1,3,0
10582,239643,1,3,0
10582,14318,1,5,0
10582,24968,1,4,0
10582,25946,1,5,0
10582,108296,1,4,0
10582,4944,1,2,0
10582,18804,1,5,0
10582,408466,1,5,0
10582,19137,1,3,0
10582,5419,1,5,0
10582,75605,1,4,0
10582,5417,1,3,1
10582,5210,1,3,0
10582,105074,1,2,1
10582,5418,1,5,1
10582,3525,1,3,1
10582,2368,1,4,1
10582,5139,1,4,1
10582,1988,1,3,1
10582,1504,1,5,1
10582,2367,1,3,1
10582,19430,1,1,1
10644,21330,1,4,0
10644,27500,1,3,0
10644,13194,1,4,0
10644,514027,1,3,0
10644,8172,1,3,1
10644,14948,1,4,0
10644,159320,1,5,0
10644,1218,1,3,0
10644,60223,1,4,0
10644,60222,1,4,0
10644,51908,1,4,0
10644,68519,1,4,0
10644,143797,1,3,0
10644,657605,1,4,0
10644,77491,1,3,0
10644,181242,1,4,0
10644,783622,1,3,0
10644,22620,1,4,0
10644,59711,1,5,1
13746,18792,1,3,0
13746,5414,1,5,1
13746,5415,1,5,0
13746,85441,1,5,0
13746,91056,1,4,0
13746,545983,1,3,0
13746,83518,1,5,0
13746,941,1,4,0
13746,759,1,3,0
13746,105074,1,4,0
13746,77505,1,4,1
13746,14318,1,5,0
13746,882043,1,4,0
13746,882042,1,3,0
13746,437236,1,4,0
13746,75605,1,4,0
13746,12922,1,4,0
13746,12923,1,3,0
13746,13270,1,3,0
13746,2557,1,4,1
13746,3525,1,4,1
13746,14271,1,5,0
13746,2368,1,1,1
13746,5139,1,5,1
13746,221453,1,4,1
13746,52549,1,5,1
13746,2178,1,5,1
13746,56912,1,2,1
13746,2937,1,4,1
13746,37408,1,4,1
13746,1988,1,4,1
13746,19430,1,5,1
13746,1504,1,5,1
13746,50472,1,5,0
13746,22207,1,4,0
14324,941,1,4,1
14324,759,1,2,0
14324,391360,1,2,0
14324,21682,1,4,0
14324,14817,1,4,0
14324,30574,1,4,0
14324,1368,1,5,0
14324,39792,1,3,0
14324,18600,1,3,0
14324,1366,1,4,0
14324,86337,1,3,0
14324,7909,1,3,0
15081,59793,1,3,0
15081,916519,1,5,0
15081,1123,1,3,0
15081,386497,1,5,0
15081,68355,1,1,0
15081,28660,1,5,0
15081,916399,1,3,0
15081,273718,1,5,0
15081,21337,1,5,0
15081,28424,1,3,0
15081,40889,1,1,0
15081,423,1,5,0
15081,22426,1,5,0
15081,28662,1,5,0
15081,106047,1,3,0
15081,28666,1,4,0
15081,765654,1,4,0
15081,759,1,4,0
15081,428,1,5,0
15081,208682,1,3,0
15081,916018,1,3,0
15081,915997,1,5,0
15081,105792,1,3,0
15081,14064,1,4,0
15081,368498,1,1,0
15081,7903,1,5,0
15081,40372,1,4,0
15081,84265,1,4,0
15081,18804,1,3,0
15081,18803,1,2,0
16513,759,1,4,0
16513,25946,1,4,0
16513,17722,1,4,0
16513,2557,1,5,0
16513,188148,1,3,0
16513,188147,1,3,0
16513,19534,1,4,0
16513,40372,1,4,1
16513,8172,1,3,0
16513,8600,1,3,0
16513,37153,1,4,0
16513,2369,1,3,0
16513,57049,1,5,0
16951,12923,1,4,0
16951,25016,1,5,0
16951,321572,1,5,0
16951,14064,1,4,0
16951,48623,1,3,0
16951,75602,1,2,0
16951,941,1,4,0
16951,17364,1,3,0
16951,6956,1,4,0
16951,22207,1,5,0
16951,22208,1,4,0
16951,40372,1,3,0
16951,18603,1,5,0
17077,941,1,5,0
17077,16298,1,3,0
17077,14318,1,5,0
17077,34200,1,5,0
17077,59019,1,5,0
17077,12969,1,4,0
17077,423,1,3,0
17077,22426,1,5,0
17077,759,1,3,0
17077,22425,1,4,0
17077,13119,1,4,0
17077,21682,1,3,0
17077,113205,1,3,0
17077,4944,1,3,0
17077,39792,1,5,0
17077,428,1,5,0
17077,73073,1,5,0
17077,60720,1,5,0
17077,176906,1,5,0
17077,16570,1,4,0
17077,971986,1,5,1
17077,13470,1,3,0
17077,373913,1,3,0
17077,617073,1,4,0
17077,81048,1,3,0
17077,7909,1,2,0
17077,72855,1,5,0
17077,333521,1,3,0
17077,418054,1,5,0
17077,295655,1,4,0
17950,1218,1,5,0
17950,941,1,5,0
17950,8172,1,4,0
17950,14318,1,4,0
17950,62101,1,5,0
17950,759,1,3,0
17950,16298,1,4,0
17950,13119,1,3,0
17950,816828,1,2,0
17950,28822,1,4,0
17950,39792,1,4,0
17950,37408,1,3,0
17950,21339,1,2,0
17950,12923,1,5,0
17950,30065,1,2,0
18673,27500,1,5,0
18673,941,1,5,0
18673,60224,1,5,0
18673,60223,1,5,0
18673,60222,1,5,0
18673,19137,1,5,0
18673,91055,1,5,0
18673,12622,1,5,0
18673,6689,1,5,0
18673,3072,1,5,0
18673,2369,1,5,0
18673,1878,1,5,0
18673,10570,1,5,0
18673,1988,1,5,0
18673,39796,1,5,0
18673,1504,1,5,0
18673,23053,1,5,0
18673,57357,1,5,0
18673,2661,1,5,0
19445,27500,1,5,0
19445,58930,1,5,0
19445,6956,1,4,0
19445,14064,1,4,0
19445,60224,1,5,0
19445,68519,1,5,0
19445,26936,1,5,0
19445,55218,1,5,0
19445,50811,1,5,0
19445,242654,1,5,0
19445,45287,1,4,0
19445,6297,1,5,0
19445,27507,1,5,0
19445,91055,1,5,0
19445,58944,1,5,0
19445,412242,1,4,0
19445,41781,1,4,0
19445,2015,1,5,0
19445,2058,1,5,0
19445,2013,1,5,0
19445,6689,1,5,0
19445,2369,1,5,0
19445,1988,1,5,0
19445,60223,1,5,0
19445,60222,1,5,0
19445,60220,1,5,0
19445,21339,1,5,0
19445,110871,1,5,0
19747,1218,1,2,0
19747,8703,1,5,0
19747,941,1,5,0
19747,1167,1,3,0
19747,100214,1,1,0
19747,14812,1,4,0
19747,1367,1,3,0
19747,25673,1,4,1
21525,28669,1,2,0
21525,28668,1,1,0
21525,1123,1,1,0
21525,759,1,1,0
21525,22426,1,3,0
21525,941,1,5,0
21525,16298,1,4,0
21525,1167,1,3,0
21525,1072427,1,3,0
21525,1067,1,3,0
21525,59854,1,4,0
21525,146288,1,3,0
21525,1218,1,1,0
21525,1368,1,2,0
21525,25673,1,3,0
21525,68314,1,3,0
21525,64773,1,2,0
21525,40372,1,3,0
23056,17581,1,4,0
23056,941,1,5,0
23056,759,1,3,0
23056,14948,1,4,0
23056,1218,1,2,0
23056,39792,1,3,0
23056,423,1,2,0
23056,16298,1,3,0
23056,22426,1,3,0
23056,428,1,3,0
23056,22427,1,3,0
23056,24965,1,2,0
26633,5665,1,4,0
26633,12523,1,5,0
26633,12169,1,5,0
26633,41781,1,3,0
26633,111301,1,4,0
26633,23791,1,4,0
26633,10618,1,3,0
26633,100967,1,4,0
26633,96144,1,4,0
26633,139226,1,4,0
26633,941,1,5,0
26633,2933,1,4,0
26633,213753,1,2,0
26633,156532,1,2,0
26633,598196,1,4,0
26633,65515,1,4,0
26633,110960,1,3,0
26633,9752,1,5,0
26633,655570,1,4,0
26633,10579,1,5,0
26633,11339,1,4,0
26633,61049,1,4,0
26633,10456,1,3,0
26633,762825,1,4,0
26633,109597,1,4,0
26633,156530,1,3,0
26633,10570,1,4,0
26633,194739,1,3,0
26633,64481,1,4,0
26633,61044,1,3,0
27233,359407,1,5,0
27233,972389,1,2,0
27233,51605,1,2,0
27233,65512,1,2,0
27233,100967,1,2,0
27233,65557,1,2,0
27233,110871,1,5,0
27937,4944,1,1,0
27937,25946,1,3,0
27937,5415,1,4,0
27937,51881,1,4,0
27937,16298,1,3,0
27937,941,1,4,0
27937,14948,1,4,0
27937,1123,1,4,0
27937,61663,1,4,0
27937,759,1,3,0
27937,112212,1,5,0
27937,1988,1,5,0
27937,2557,1,3,0
27937,50811,1,4,0
27937,1504,1,5,1
27937,14318,1,3,0
27937,50621,1,5,0
27937,6689,1,1,0
27937,19137,1,4,0
28262,176474,1,5,0
28262,176473,1,5,0
28262,941,1,5,0
28262,24965,1,4,0
28262,14948,1,5,0
28262,12969,1,4,0
28262,831837,1,5,0
28262,170211,1,5,0
28262,39792,1,4,0
28262,24964,1,5,0
28262,21837,1,4,0
28262,21830,1,4,0
28930,1167,1,3,1
28930,331332,1,3,0
28930,1123,1,3,0
28930,16810,1,4,0
28930,870,1,1,0
28930,428,1,4,0
28930,759,1,3,0
28930,13765,1,3,0
28930,13764,1,3,0
28930,871,1,3,0
28930,81662,1,3,0
28930,423,1,3,0
28930,562532,1,3,0
28930,1067,1,3,0
29139,882043,1,3,0
29139,16618,1,4,0
29139,429890,1,4,0
29139,276466,1,3,0
29139,25016,1,3,0
29139,18803,1,4,0
29139,22421,1,3,0
29139,13270,1,3,0
29139,579228,1,4,1
29139,12923,1,3,0
29139,154471,1,5,0
29139,176561,1,3,0
29139,185117,1,4,0
29139,31910,1,2,0
29308,89053,1,4,0
29308,22307,1,5,0
29308,22344,1,4,0
29308,12969,1,4,0
29308,58944,1,4,0
29308,165908,1,3,0
29308,107611,1,4,0
29308,513967,1,2,0
29308,25016,1,3,0
29308,50811,1,4,0
29308,99072,1,3,0
29308,783622,1,3,0
29308,61974,1,3,0
29308,128236,1,2,0
29308,145219,1,3,0
29308,159320,1,4,0
29308,14233,1,2,0
29308,13113,1,1,0
29308,13872,1,3,0
29308,221271,1,3,0
29308,423,1,4,0
29308,16618,1,1,0
29308,29394,1,3,0
29308,22349,1,3,0
29470,19534,1,5,0
29470,941,1,3,0
29470,22426,1,3,0
29470,759,1,3,0
29470,38262,1,4,0
29470,5139,1,3,0
29470,2557,1,4,0
29470,1067,1,4,0
29470,19430,1,4,0
29470,37153,1,4,0
31446,42826,1,3,0
31446,14948,1,4,0
31446,25016,1,3,0
31446,60223,1,3,0
31446,14684,1,4,0
31446,33999,1,2,0
31446,37328,1,4,0
31446,107928,1,3,0
31446,76844,1,4,0
31446,1218,1,2,0
31446,187040,1,3,0
31446,941,1,4,0
31446,1013443,1,4,0
31446,60224,1,3,0
31446,60222,1,3,0
31446,1239645,1,4,1
31446,60220,1,3,0
31446,816055,1,4,0
31446,18261,1,2,1
31446,25946,1,3,1
31446,832778,1,5,1
31446,1368,1,4,0
31446,17364,1,4,1
31446,22425,1,4,0
31446,8703,1,4,1
32120,1218,1,5,0
32120,5738,1,5,0
32120,42528,1,4,0
32120,1123,1,2,0
32120,14812,1,3,0
32120,941,1,3,0
32120,47621,1,4,0
32120,951909,1,3,0
32120,111002,1,4,0
32120,111000,1,4,0
32323,941,1,5,0
32323,759,1,4,0
32323,14684,1,5,0
32323,14318,1,5,0
32323,16298,1,5,0
32323,18803,1,5,0
32323,1167,1,5,0
32323,19137,1,2,0
32323,25946,1,5,1
32323,8172,1,4,0
32323,1368,1,4,1
33334,941,1,4,0
33334,1218,1,1,0
33334,759,1,3,0
33334,48666,1,1,1
33334,17845,1,4,0
33334,22473,1,4,1
33334,64482,1,4,0
33334,105712,1,4,1
33334,20501,1,4,1
33334,353732,1,3,0
33334,18804,1,5,1
33334,320030,1,4,1
33334,1167,1,4,1
33334,77505,1,4,1
33334,6810,1,4,1
33334,6956,1,4,0
33334,333323,1,5,1
33334,25016,1,4,1
33334,176228,1,3,1
33334,176906,1,4,0
33334,12923,1,4,1
33334,19534,1,3,1
33334,831035,1,3,1
33334,73073,1,4,1
33334,25946,1,4,1
33334,333918,1,4,1
33334,13470,1,3,1
33334,1368,1,4,1
33334,81048,1,3,1
33334,8172,1,3,0
33334,30065,1,4,1
33334,54222,1,3,1
33334,81014,1,4,0
33334,57049,1,4,1
36155,941,1,5,0
36155,81814,1,4,1
36155,13470,1,5,0
36155,176479,1,2,0
36155,81662,1,4,0
36155,333325,1,5,0
36155,1067,1,5,0
36155,25946,1,5,0
36155,1368,1,5,0
36155,1366,1,5,0
36155,72854,1,4,0
36155,18804,1,4,0
36155,26092,1,5,1
36155,80841,1,4,0
37410,16298,1,4,1
37410,423,1,2,0
37410,941,1,5,0
37410,24964,1,4,0
37410,6689,1,5,0
37410,5665,1,5,0
37410,1218,1,1,0
37410,66172,1,4,1
37410,759,1,1,0
37410,2661,1,4,0
37410,10570,1,5,0
37410,61049,1,4,0
37410,104159,1,1,1
37410,9752,1,4,0
37410,10034,1,3,0
37410,9438,1,3,0
37410,61043,1,4,1
37410,8492,1,2,1
37737,182744,1,5,0
37737,5665,1,5,0
37737,139226,1,5,0
37737,166560,1,4,0
37737,12328,1,5,0
37737,23792,1,5,0
37737,23404,1,5,0
37737,10570,1,5,0
37737,22463,1,5,0
37737,9752,1,5,0
37737,8706,1,5,0
37737,103802,1,5,0
38146,941,1,5,0
38146,1123,1,4,0
38146,1167,1,5,0
38146,21337,1,4,0
38146,17722,1,4,0
38146,31862,1,3,0
38146,17125,1,4,0
38146,324951,1,5,0
38146,759,1,5,0
38146,8703,1,3,0
38146,428,1,4,0
38146,22426,1,3,0
38146,21682,1,4,0
38146,16298,1,3,0
38146,22427,1,4,0
38146,14812,1,5,0
38146,1327,1,3,0
38146,39792,1,4,0
38146,180,1,4,0
38146,25946,1,5,0
38146,1368,1,4,0
38146,18261,1,3,0
38146,14318,1,4,0
38146,103,1,3,0
38580,941,1,5,0
38580,759,1,3,0
38580,14318,1,5,0
38580,1123,1,2,0
38580,21337,1,4,0
38580,50811,1,3,0
39739,759,1,2,0
39739,871,1,3,0
39739,874,1,3,0
39739,872,1,3,0
39739,941,1,5,0
39739,5415,1,3,0
39739,6810,1,2,1
39739,14455,1,3,0
39739,351402,1,2,0
39739,15195,1,5,0
39739,1368,1,4,1
39739,1067,1,4,1
39739,94063,1,3,1
39739,28240,1,4,1
39739,19430,1,3,0
39739,1504,1,5,1
39739,17998,1,4,0
39739,2557,1,2,0
40093,941,1,5,0
40093,16298,1,4,0
40093,759,1,3,0
40093,22463,1,4,0
40093,22460,1,4,0
40093,22461,1,4,0
40093,21682,1,4,0
40093,47622,1,4,0
40093,5415,1,1,0
40093,47180,1,4,0
40093,47626,1,3,0
40093,22427,1,4,0
40093,47624,1,4,0
40093,21681,1,4,0
40093,1067,1,5,0
40093,80311,1,3,0
40093,13470,1,4,0
40093,1366,1,4,0
40544,941,1,5,0
40544,22463,1,5,0
40544,22461,1,5,0
40544,22460,1,5,0
40544,467992,1,3,0
40544,16298,1,4,0
40544,14817,1,4,1
40544,759,1,3,0
40544,108068,1,4,0
40544,14812,1,1,1
40544,7909,1,3,0
40544,1368,1,3,0
40544,1366,1,3,0
40544,18261,1,4,0
40544,37153,1,3,0
40544,8600,1,4,0
40544,40372,1,2,0
40544,2015,1,4,0
40740,33999,1,4,1
40740,1218,1,1,0
40740,423,1,2,0
40740,941,1,5,0
40740,1167,1,3,0
40740,17364,1,5,0
40740,420,1,4,1
40740,8703,1,4,0
40740,39792,1,5,0
40740,12923,1,4,0
40740,1123,1,5,0
40740,759,1,3,0
40740,22426,1,3,0
40740,17722,1,5,0
40740,8172,1,3,1
40740,18261,1,4,0
40740,13470,1,5,1
40740,105251,1,4,0
40755,48666,1,3,0
40755,1218,1,4,0
40755,39792,1,5,0
40755,16570,1,4,0
40755,16298,1,3,0
40755,14318,1,4,0
40755,17998,1,4,0
40755,22473,1,4,0
40755,941,1,5,0
40755,682673,1,4,0
40755,106546,1,3,0
40755,1366,1,4,0
40755,8600,1,2,0
40897,22426,1,5,0
40897,1123,1,4,0
40897,759,1,5,0
40897,423,1,5,0
40897,428,1,5,0
40897,941,1,5,0
40897,22425,1,5,0
40897,41489,1,4,0
40897,7672,1,4,0
40897,65497,1,4,0
40897,77604,1,4,0
41321,13912,1,4,0
41321,15196,1,3,0
41321,68519,1,4,0
41321,143469,1,5,0
41321,143467,1,5,0
41321,14318,1,5,0
41321,12923,1,3,1
41321,759,1,2,0
41321,12969,1,4,1
41321,23792,1,3,1
41321,16298,1,4,0
41321,93315,1,5,1
41321,23791,1,4,1
41321,2557,1,3,1
41321,2368,1,4,1
41321,285672,1,1,1
41321,196361,1,2,1
41321,162089,1,1,1
41321,37153,1,4,1
41321,78234,1,3,1
41741,941,1,4,0
41741,21682,1,3,0
41741,4944,1,4,0
41741,823592,1,3,0
41741,75605,1,2,0
41741,1218,1,3,0
41741,16570,1,4,0
41741,18261,1,4,0
41741,12923,1,4,0
41741,24965,1,3,0
41741,105077,1,5,0
41741,1368,1,4,0
41741,1366,1,2,0
41741,707599,1,3,0
42709,12923,1,1,1
42709,82318,1,5,1
42709,444374,1,4,1
42709,178300,1,5,0
42709,176884,1,4,0
42709,73073,1,5,1
42709,73074,1,4,0
42709,941,1,5,0
42709,428,1,3,0
42709,176228,1,4,1
42709,17581,1,5,1
42709,1366,1,3,0
42709,81048,1,4,1
42775,18803,1,4,0
42775,127639,1,5,0
42775,70956,1,5,0
42775,18804,1,3,0
42775,128073,1,3,0
42775,46484,1,3,0
42775,77491,1,4,0
42775,64732,1,3,0
42775,1380394,1,5,0
42775,423,1,4,0
42775,181242,1,5,0
42775,8172,1,4,0
42775,14064,1,3,0
42775,320813,1,4,0
42775,143797,1,3,0
42775,131106,1,3,0
42775,21330,1,3,0
42775,127175,1,3,0
42775,127637,1,4,0
42775,126980,1,3,0
42775,561124,1,3,0
42775,385040,1,3,0
42775,185117,1,3,0
42775,127672,1,4,0
42775,189182,1,3,0
42775,190523,1,3,0
42775,346282,1,4,0
42775,189938,1,3,0
42775,188184,1,3,0
43036,27500,1,3,0
43036,22349,1,4,0
43036,12969,1,5,0
43036,12923,1,4,0
43036,759,1,4,0
43036,423,1,4,0
43036,1218,1,5,0
43036,101021,1,4,0
43036,58944,1,5,0
43036,89053,1,4,0
43036,941,1,4,0
43036,62101,1,3,0
43036,14233,1,3,0
43036,24968,1,5,0
43036,13146,1,2,0
43036,60223,1,3,0
43036,61926,1,4,0
43036,42826,1,2,0
43036,870,1,3,0
43036,871,1,3,0
43036,13119,1,3,0
43036,17275,1,4,0
43036,47629,1,4,0
43036,50722,1,5,0
43036,51106,1,3,0
43036,958493,1,3,0
43104,941,1,5,1
43104,14318,1,5,1
43104,1123,1,1,0
43104,870,1,3,0
43104,871,1,3,0
43104,445700,1,4,0
43104,13146,1,3,0
43104,759,1,3,0
43104,12969,1,3,0
43104,68513,1,3,0
43104,22473,1,3,0
43104,451010,1,3,0
43104,58973,1,3,1
43104,467992,1,2,1
43104,8172,1,4,1
43104,77505,1,3,1
43104,72854,1,3,0
43104,65471,1,4,0
45114,14064,1,5,0
45114,6956,1,3,0
45114,759,1,2,0
45114,941,1,4,0
45114,23056,1,3,0
45114,75605,1,3,0
45114,5893,1,4,0
45114,5139,1,5,0
45114,6689,1,5,1
45114,19137,1,4,0
45114,22774,1,3,0
45114,5891,1,3,0
45207,13912,1,4,0
45207,58973,1,2,0
45207,870,1,3,0
45207,39792,1,4,0
45207,12969,1,4,0
45207,13119,1,4,0
45207,871,1,2,0
45207,13764,1,4,0
45207,59019,1,3,0
45207,89053,1,4,0
45207,248879,1,4,0
45207,78393,1,4,0
45207,42826,1,2,0
45207,1123,1,3,0
45207,423,1,3,0
45207,428,1,3,0
45207,22426,1,4,0
45207,58976,1,4,0
45207,61974,1,4,0
45207,759,1,3,0
45207,94721,1,3,0
45207,82818,1,4,0
45791,36253,1,4,0
45791,1218,1,4,0
45791,56913,1,2,0
45791,1123,1,5,0
45791,16298,1,4,0
45791,759,1,4,0
45791,14817,1,3,0
45791,941,1,5,0
45791,2015,1,4,0
45791,54944,1,5,0
45791,47622,1,4,0
45791,2013,1,3,0
45791,39792,1,3,0
45791,8172,1,3,0
45791,23791,1,4,0
45791,9517,1,1,0
46366,129779,1,4,0
46366,15678,1,3,0
46366,511392,1,3,0
46366,58944,1,3,0
46366,1123,1,5,0
46366,16298,1,4,0
46366,51606,1,4,0
46366,105251,1,3,0
46366,68519,1,5,0
46366,941,1,5,0
46366,68318,1,5,0
46366,12876,1,4,0
47406,221785,1,4,0
47406,872,1,3,0
47406,218747,1,3,0
47406,759,1,4,0
47406,96986,1,2,0
47406,66559,1,3,0
47406,33538,1,4,0
47406,18261,1,4,0
